dataset	cell	class	ngenes	reads
VASA published, mouse	294	multi	20	52
VASA published, mouse	294	single	1	343139
VASA published, mouse	294	single	2	16433
VASA published, mouse	294	single	3	675
VASA published, mouse	294	single	4	8
VASA published, mouse	294	single	5	2
VASA published, mouse	294	single	6	1
VASA published, mouse	294	single	9	4
VASA published, mouse	294	single	10	6
VASA published, mouse	294	single	15	3
VASA published, mouse	294	single	16	10
VASA published, mouse	294	single	18	7
VASA published, mouse	294	single	19	4
VASA published, mouse	294	single	20	39
VASA published, mouse	296	multi	1	12427
VASA published, mouse	296	multi	2	17919
VASA published, mouse	296	multi	3	7729
VASA published, mouse	296	multi	4	9717
VASA published, mouse	296	multi	5	2985
VASA published, mouse	296	multi	6	3822
VASA published, mouse	296	multi	7	720
VASA published, mouse	296	multi	8	520
VASA published, mouse	296	multi	9	1400
VASA published, mouse	296	multi	10	195
VASA published, mouse	296	multi	11	84
VASA published, mouse	296	multi	12	21
VASA published, mouse	296	multi	13	25
VASA published, mouse	296	multi	14	4
VASA published, mouse	296	multi	18	5
VASA published, mouse	296	multi	19	3
VASA published, mouse	296	multi	20	32
VASA published, mouse	296	single	1	414071
VASA published, mouse	296	single	2	15812
VASA published, mouse	296	single	3	769
VASA published, mouse	296	single	4	52
VASA published, mouse	296	single	5	2
VASA published, mouse	296	single	8	3
VASA published, mouse	296	single	10	7
VASA published, mouse	296	single	14	1
VASA published, mouse	296	single	15	2
VASA published, mouse	296	single	16	1
VASA published, mouse	296	single	18	5
VASA published, mouse	296	single	20	11
VASA published, mouse	298	multi	1	1185
VASA published, mouse	298	multi	2	1528
VASA published, mouse	298	multi	3	641
VASA published, mouse	298	multi	4	475
VASA published, mouse	298	multi	5	287
VASA published, mouse	298	multi	6	171
VASA published, mouse	298	multi	7	70
VASA published, mouse	298	multi	8	67
VASA published, mouse	298	multi	9	72
VASA published, mouse	298	multi	10	17
VASA published, mouse	298	multi	11	17
VASA published, mouse	298	multi	12	2
VASA published, mouse	298	multi	13	1
VASA published, mouse	298	multi	19	1
VASA published, mouse	298	multi	20	4
VASA published, mouse	298	single	1	32003
VASA published, mouse	298	single	2	1190
VASA published, mouse	298	single	3	27
VASA published, mouse	300	multi	1	15363
VASA published, mouse	300	multi	2	20857
VASA published, mouse	300	multi	3	9485
VASA published, mouse	300	multi	4	21121
VASA published, mouse	300	multi	5	4060
VASA published, mouse	300	multi	6	5615
VASA published, mouse	300	multi	7	778
VASA published, mouse	300	multi	8	475
VASA published, mouse	300	multi	9	2432
VASA published, mouse	300	multi	10	182
VASA published, mouse	300	multi	11	112
VASA published, mouse	300	multi	12	43
VASA published, mouse	300	multi	13	29
VASA published, mouse	300	multi	15	2
VASA published, mouse	300	multi	16	1
VASA published, mouse	300	multi	18	4
VASA published, mouse	300	multi	20	72
VASA published, mouse	300	single	1	510606
VASA published, mouse	300	single	2	22103
VASA published, mouse	300	single	3	1092
VASA published, mouse	300	single	4	58
VASA published, mouse	300	single	6	8
VASA published, mouse	300	single	8	9
VASA published, mouse	300	single	9	1
VASA published, mouse	300	single	10	1
VASA published, mouse	300	single	11	1
VASA published, mouse	300	single	12	14
VASA published, mouse	300	single	14	1
VASA published, mouse	300	single	16	4
VASA published, mouse	300	single	19	4
VASA published, mouse	300	single	20	17
VASA published, mouse	302	multi	1	6858
VASA published, mouse	302	multi	2	9706
VASA published, mouse	302	multi	3	4533
VASA published, mouse	302	multi	4	3179
VASA published, mouse	302	multi	5	1343
VASA published, mouse	302	multi	6	1361
VASA published, mouse	302	multi	7	378
VASA published, mouse	302	multi	8	323
VASA published, mouse	302	multi	9	513
VASA published, mouse	302	multi	10	90
VASA published, mouse	302	multi	11	46
VASA published, mouse	302	multi	12	28
VASA published, mouse	302	multi	13	8
VASA published, mouse	302	multi	14	1
VASA published, mouse	302	multi	18	6
VASA published, mouse	302	multi	19	3
VASA published, mouse	302	multi	20	40
VASA published, mouse	302	single	1	202997
VASA published, mouse	302	single	2	7213
VASA published, mouse	302	single	3	304
VASA published, mouse	302	single	4	8
VASA published, mouse	302	single	5	2
VASA published, mouse	302	single	8	2
VASA published, mouse	302	single	10	2
VASA published, mouse	302	single	11	1
VASA published, mouse	302	single	12	2
VASA published, mouse	302	single	17	2
VASA published, mouse	302	single	20	8
VASA published, mouse	304	multi	1	1088
VASA published, mouse	304	multi	2	833
VASA published, mouse	304	multi	3	491
VASA published, mouse	304	multi	4	767
VASA published, mouse	304	multi	5	299
VASA published, mouse	304	multi	6	672
VASA published, mouse	304	multi	7	35
VASA published, mouse	304	multi	8	21
VASA published, mouse	304	multi	9	531
VASA published, mouse	304	multi	10	2
VASA published, mouse	304	multi	11	4
VASA published, mouse	304	multi	12	2
VASA published, mouse	304	multi	13	2
VASA published, mouse	304	multi	19	1
VASA published, mouse	304	multi	20	2
VASA published, mouse	304	single	1	16977
VASA published, mouse	304	single	2	860
VASA published, mouse	304	single	3	35
VASA published, mouse	304	single	15	2
VASA published, mouse	304	single	20	1
VASA published, mouse	306	multi	1	2465
VASA published, mouse	306	multi	2	2920
VASA published, mouse	306	multi	3	1312
VASA published, mouse	306	multi	4	902
VASA published, mouse	306	multi	5	504
VASA published, mouse	306	multi	6	456
VASA published, mouse	306	multi	7	126
VASA published, mouse	306	multi	8	104
VASA published, mouse	306	multi	9	164
VASA published, mouse	306	multi	10	18
VASA published, mouse	306	multi	11	35
VASA published, mouse	306	multi	12	6
VASA published, mouse	306	multi	13	2
VASA published, mouse	306	multi	18	4
VASA published, mouse	306	multi	19	3
VASA published, mouse	306	multi	20	15
VASA published, mouse	306	single	1	61139
VASA published, mouse	306	single	2	2307
VASA published, mouse	306	single	3	110
VASA published, mouse	306	single	6	1
VASA published, mouse	306	single	14	5
VASA published, mouse	306	single	15	1
VASA published, mouse	306	single	16	1
VASA published, mouse	306	single	20	16
VASA published, mouse	308	multi	1	9300
VASA published, mouse	308	multi	2	12883
VASA published, mouse	308	multi	3	6157
VASA published, mouse	308	multi	4	5733
VASA published, mouse	308	multi	5	1907
VASA published, mouse	308	multi	6	2648
VASA published, mouse	308	multi	7	603
VASA published, mouse	308	multi	8	360
VASA published, mouse	308	multi	9	1018
VASA published, mouse	308	multi	10	89
VASA published, mouse	308	multi	11	106
VASA published, mouse	308	multi	12	23
VASA published, mouse	308	multi	13	22
VASA published, mouse	308	multi	14	8
VASA published, mouse	308	multi	16	1
VASA published, mouse	308	multi	18	10
VASA published, mouse	308	multi	19	4
VASA published, mouse	308	multi	20	51
VASA published, mouse	308	single	1	299568
VASA published, mouse	308	single	2	11148
VASA published, mouse	308	single	3	474
VASA published, mouse	308	single	4	13
VASA published, mouse	308	single	20	38
VASA published, mouse	310	multi	1	9558
VASA published, mouse	310	multi	2	12938
VASA published, mouse	310	multi	3	6026
VASA published, mouse	310	multi	4	7348
VASA published, mouse	310	multi	5	2313
VASA published, mouse	310	multi	6	2528
VASA published, mouse	310	multi	7	532
VASA published, mouse	310	multi	8	347
VASA published, mouse	310	multi	9	1028
VASA published, mouse	310	multi	10	174
VASA published, mouse	310	multi	11	70
VASA published, mouse	310	multi	12	34
VASA published, mouse	310	multi	13	6
VASA published, mouse	310	multi	14	1
VASA published, mouse	310	multi	17	1
VASA published, mouse	310	multi	18	3
VASA published, mouse	310	multi	20	50
VASA published, mouse	310	single	1	306647
VASA published, mouse	310	single	2	11390
VASA published, mouse	310	single	3	534
VASA published, mouse	310	single	4	18
VASA published, mouse	310	single	14	2
VASA published, mouse	310	single	20	52
VASA published, mouse	311	multi	1	8605
VASA published, mouse	311	multi	2	11525
VASA published, mouse	311	multi	3	5134
VASA published, mouse	311	multi	4	6057
VASA published, mouse	311	multi	5	1823
VASA published, mouse	311	multi	6	2083
VASA published, mouse	311	multi	7	363
VASA published, mouse	311	multi	8	324
VASA published, mouse	311	multi	9	711
VASA published, mouse	311	multi	10	73
VASA published, mouse	311	multi	11	33
VASA published, mouse	311	multi	12	11
VASA published, mouse	311	multi	13	8
VASA published, mouse	311	multi	14	1
VASA published, mouse	311	multi	15	1
VASA published, mouse	311	multi	18	3
VASA published, mouse	311	multi	19	6
VASA published, mouse	311	multi	20	47
VASA published, mouse	311	single	1	289967
VASA published, mouse	311	single	2	10595
VASA published, mouse	311	single	3	455
VASA published, mouse	311	single	4	5
VASA published, mouse	311	single	5	3
VASA published, mouse	311	single	12	4
VASA published, mouse	311	single	20	40
VASA published, mouse	314	multi	1	10214
VASA published, mouse	314	multi	2	14524
VASA published, mouse	314	multi	3	7276
VASA published, mouse	314	multi	4	24319
VASA published, mouse	314	multi	5	4613
VASA published, mouse	314	multi	6	3908
VASA published, mouse	314	multi	7	749
VASA published, mouse	314	multi	8	537
VASA published, mouse	314	multi	9	2004
VASA published, mouse	314	multi	10	194
VASA published, mouse	314	multi	11	66
VASA published, mouse	314	multi	12	25
VASA published, mouse	314	multi	13	34
VASA published, mouse	314	multi	14	1
VASA published, mouse	314	multi	15	1
VASA published, mouse	314	multi	17	1
VASA published, mouse	314	multi	18	24
VASA published, mouse	314	multi	19	7
VASA published, mouse	314	multi	20	50
VASA published, mouse	314	single	1	359448
VASA published, mouse	314	single	2	15423
VASA published, mouse	314	single	3	877
VASA published, mouse	314	single	4	17
VASA published, mouse	314	single	5	4
VASA published, mouse	314	single	14	1
VASA published, mouse	314	single	16	8
VASA published, mouse	314	single	20	42
VASA published, mouse	316	multi	1	2051
VASA published, mouse	316	multi	2	3462
VASA published, mouse	316	multi	3	1666
VASA published, mouse	316	multi	4	1278
VASA published, mouse	316	multi	5	553
VASA published, mouse	316	multi	6	422
VASA published, mouse	316	multi	7	101
VASA published, mouse	316	multi	8	151
VASA published, mouse	316	multi	9	148
VASA published, mouse	316	multi	10	46
VASA published, mouse	316	multi	11	15
VASA published, mouse	316	multi	12	14
VASA published, mouse	316	multi	20	17
VASA published, mouse	316	single	1	49552
VASA published, mouse	316	single	2	1905
VASA published, mouse	316	single	3	87
VASA published, mouse	316	single	4	2
VASA published, mouse	316	single	20	2
VASA published, mouse	318	multi	1	14398
VASA published, mouse	318	multi	2	17943
VASA published, mouse	318	multi	3	9212
VASA published, mouse	318	multi	4	11599
VASA published, mouse	318	multi	5	3602
VASA published, mouse	318	multi	6	3937
VASA published, mouse	318	multi	7	884
VASA published, mouse	318	multi	8	581
VASA published, mouse	318	multi	9	1811
VASA published, mouse	318	multi	10	193
VASA published, mouse	318	multi	11	59
VASA published, mouse	318	multi	12	68
VASA published, mouse	318	multi	13	1
VASA published, mouse	318	multi	14	2
VASA published, mouse	318	multi	17	1
VASA published, mouse	318	multi	18	7
VASA published, mouse	318	multi	20	56
VASA published, mouse	318	single	1	525487
VASA published, mouse	318	single	2	19112
VASA published, mouse	318	single	3	946
VASA published, mouse	318	single	4	26
VASA published, mouse	318	single	5	2
VASA published, mouse	318	single	6	4
VASA published, mouse	318	single	9	1
VASA published, mouse	318	single	14	3
VASA published, mouse	318	single	18	2
VASA published, mouse	318	single	19	4
VASA published, mouse	318	single	20	43
VASA published, mouse	322	multi	1	15882
VASA published, mouse	322	multi	2	23187
VASA published, mouse	322	multi	3	11516
VASA published, mouse	322	multi	4	27784
VASA published, mouse	322	multi	5	5385
VASA published, mouse	322	multi	6	8041
VASA published, mouse	322	multi	7	1048
VASA published, mouse	322	multi	8	745
VASA published, mouse	322	multi	9	2973
VASA published, mouse	322	multi	10	290
VASA published, mouse	322	multi	11	120
VASA published, mouse	322	multi	12	26
VASA published, mouse	322	multi	13	56
VASA published, mouse	322	multi	14	12
VASA published, mouse	322	multi	15	1
VASA published, mouse	322	multi	18	4
VASA published, mouse	322	multi	19	6
VASA published, mouse	322	multi	20	134
VASA published, mouse	322	single	1	580569
VASA published, mouse	322	single	2	22858
VASA published, mouse	322	single	3	1101
VASA published, mouse	322	single	4	15
VASA published, mouse	322	single	6	2
VASA published, mouse	322	single	7	1
VASA published, mouse	322	single	13	1
VASA published, mouse	322	single	14	3
VASA published, mouse	322	single	18	6
VASA published, mouse	322	single	20	53
VASA published, mouse	324	multi	1	4210
VASA published, mouse	324	multi	2	5331
VASA published, mouse	324	multi	3	2529
VASA published, mouse	324	multi	4	2348
VASA published, mouse	324	multi	5	847
VASA published, mouse	324	multi	6	948
VASA published, mouse	324	multi	7	220
VASA published, mouse	324	multi	8	149
VASA published, mouse	324	multi	9	380
VASA published, mouse	324	multi	10	42
VASA published, mouse	324	multi	11	35
VASA published, mouse	324	multi	12	8
VASA published, mouse	324	multi	13	2
VASA published, mouse	324	multi	14	3
VASA published, mouse	324	multi	15	1
VASA published, mouse	324	multi	18	3
VASA published, mouse	324	multi	19	4
VASA published, mouse	324	multi	20	11
VASA published, mouse	324	single	1	133199
VASA published, mouse	324	single	2	4734
VASA published, mouse	324	single	3	259
VASA published, mouse	324	single	4	4
VASA published, mouse	324	single	7	1
VASA published, mouse	324	single	14	5
VASA published, mouse	324	single	19	2
VASA published, mouse	324	single	20	10
VASA published, mouse	326	multi	1	7561
VASA published, mouse	326	multi	2	9817
VASA published, mouse	326	multi	3	4520
VASA published, mouse	326	multi	4	3957
VASA published, mouse	326	multi	5	1486
VASA published, mouse	326	multi	6	1379
VASA published, mouse	326	multi	7	400
VASA published, mouse	326	multi	8	291
VASA published, mouse	326	multi	9	445
VASA published, mouse	326	multi	10	80
VASA published, mouse	326	multi	11	41
VASA published, mouse	326	multi	12	5
VASA published, mouse	326	multi	13	2
VASA published, mouse	326	multi	14	1
VASA published, mouse	326	multi	18	6
VASA published, mouse	326	multi	19	2
VASA published, mouse	326	multi	20	23
VASA published, mouse	326	single	1	228219
VASA published, mouse	326	single	2	8764
VASA published, mouse	326	single	3	318
VASA published, mouse	326	single	4	10
VASA published, mouse	326	single	6	1
VASA published, mouse	326	single	13	2
VASA published, mouse	326	single	20	3
VASA published, mouse	328	multi	1	6462
VASA published, mouse	328	multi	2	6309
VASA published, mouse	328	multi	3	2854
VASA published, mouse	328	multi	4	2618
VASA published, mouse	328	multi	5	1029
VASA published, mouse	328	multi	6	1175
VASA published, mouse	328	multi	7	218
VASA published, mouse	328	multi	8	201
VASA published, mouse	328	multi	9	500
VASA published, mouse	328	multi	10	54
VASA published, mouse	328	multi	11	34
VASA published, mouse	328	multi	12	14
VASA published, mouse	328	multi	13	5
VASA published, mouse	328	multi	19	2
VASA published, mouse	328	multi	20	24
VASA published, mouse	328	single	1	135252
VASA published, mouse	328	single	2	4961
VASA published, mouse	328	single	3	181
VASA published, mouse	328	single	4	1
VASA published, mouse	328	single	9	1
VASA published, mouse	328	single	20	7
VASA published, mouse	330	multi	1	2966
VASA published, mouse	330	multi	2	3304
VASA published, mouse	330	multi	3	1630
VASA published, mouse	330	multi	4	1938
VASA published, mouse	330	multi	5	660
VASA published, mouse	330	multi	6	659
VASA published, mouse	330	multi	7	164
VASA published, mouse	330	multi	8	98
VASA published, mouse	330	multi	9	199
VASA published, mouse	330	multi	10	56
VASA published, mouse	330	multi	11	21
VASA published, mouse	330	multi	12	9
VASA published, mouse	330	multi	13	1
VASA published, mouse	330	multi	14	1
VASA published, mouse	330	multi	18	5
VASA published, mouse	330	multi	19	3
VASA published, mouse	330	multi	20	5
VASA published, mouse	330	single	1	85135
VASA published, mouse	330	single	2	3279
VASA published, mouse	330	single	3	169
VASA published, mouse	330	single	4	4
VASA published, mouse	330	single	15	1
VASA published, mouse	330	single	20	9
VASA published, mouse	332	multi	1	3418
VASA published, mouse	332	multi	2	5213
VASA published, mouse	332	multi	3	2477
VASA published, mouse	332	multi	4	1726
VASA published, mouse	332	multi	5	796
VASA published, mouse	332	multi	6	755
VASA published, mouse	332	multi	7	162
VASA published, mouse	332	multi	8	145
VASA published, mouse	332	multi	9	223
VASA published, mouse	332	multi	10	67
VASA published, mouse	332	multi	11	42
VASA published, mouse	332	multi	12	6
VASA published, mouse	332	multi	13	5
VASA published, mouse	332	multi	14	1
VASA published, mouse	332	multi	18	5
VASA published, mouse	332	multi	19	1
VASA published, mouse	332	multi	20	23
VASA published, mouse	332	single	1	90599
VASA published, mouse	332	single	2	3240
VASA published, mouse	332	single	3	165
VASA published, mouse	332	single	17	1
VASA published, mouse	332	single	18	11
VASA published, mouse	332	single	19	1
VASA published, mouse	332	single	20	14
VASA published, mouse	334	multi	1	7399
VASA published, mouse	334	multi	2	10049
VASA published, mouse	334	multi	3	4661
VASA published, mouse	334	multi	4	7636
VASA published, mouse	334	multi	5	1865
VASA published, mouse	334	multi	6	2114
VASA published, mouse	334	multi	7	447
VASA published, mouse	334	multi	8	355
VASA published, mouse	334	multi	9	917
VASA published, mouse	334	multi	10	113
VASA published, mouse	334	multi	11	50
VASA published, mouse	334	multi	12	14
VASA published, mouse	334	multi	13	18
VASA published, mouse	334	multi	14	3
VASA published, mouse	334	multi	15	4
VASA published, mouse	334	multi	18	2
VASA published, mouse	334	multi	20	36
VASA published, mouse	334	single	1	237169
VASA published, mouse	334	single	2	9613
VASA published, mouse	334	single	3	367
VASA published, mouse	334	single	4	18
VASA published, mouse	334	single	8	4
VASA published, mouse	334	single	10	10
VASA published, mouse	334	single	19	1
VASA published, mouse	334	single	20	64
VASA published, mouse	335	multi	1	11100
VASA published, mouse	335	multi	2	16545
VASA published, mouse	335	multi	3	7856
VASA published, mouse	335	multi	4	17368
VASA published, mouse	335	multi	5	3326
VASA published, mouse	335	multi	6	4405
VASA published, mouse	335	multi	7	731
VASA published, mouse	335	multi	8	564
VASA published, mouse	335	multi	9	1653
VASA published, mouse	335	multi	10	186
VASA published, mouse	335	multi	11	85
VASA published, mouse	335	multi	12	14
VASA published, mouse	335	multi	13	18
VASA published, mouse	335	multi	14	3
VASA published, mouse	335	multi	15	5
VASA published, mouse	335	multi	18	15
VASA published, mouse	335	multi	20	65
VASA published, mouse	335	single	1	389318
VASA published, mouse	335	single	2	17453
VASA published, mouse	335	single	3	682
VASA published, mouse	335	single	4	21
VASA published, mouse	335	single	6	3
VASA published, mouse	335	single	15	1
VASA published, mouse	335	single	16	1
VASA published, mouse	335	single	20	35
VASA published, mouse	338	multi	1	1983
VASA published, mouse	338	multi	2	2918
VASA published, mouse	338	multi	3	1394
VASA published, mouse	338	multi	4	2508
VASA published, mouse	338	multi	5	536
VASA published, mouse	338	multi	6	802
VASA published, mouse	338	multi	7	124
VASA published, mouse	338	multi	8	81
VASA published, mouse	338	multi	9	301
VASA published, mouse	338	multi	10	41
VASA published, mouse	338	multi	11	7
VASA published, mouse	338	multi	12	6
VASA published, mouse	338	multi	13	2
VASA published, mouse	338	multi	14	1
VASA published, mouse	338	multi	18	7
VASA published, mouse	338	multi	20	6
VASA published, mouse	338	single	1	64915
VASA published, mouse	338	single	2	2704
VASA published, mouse	338	single	3	127
VASA published, mouse	338	single	4	4
VASA published, mouse	338	single	19	2
VASA published, mouse	338	single	20	13
VASA published, mouse	340	multi	1	19786
VASA published, mouse	340	multi	2	26738
VASA published, mouse	340	multi	3	13445
VASA published, mouse	340	multi	4	16661
VASA published, mouse	340	multi	5	5421
VASA published, mouse	340	multi	6	6692
VASA published, mouse	340	multi	7	1315
VASA published, mouse	340	multi	8	915
VASA published, mouse	340	multi	9	2101
VASA published, mouse	340	multi	10	268
VASA published, mouse	340	multi	11	148
VASA published, mouse	340	multi	12	37
VASA published, mouse	340	multi	13	19
VASA published, mouse	340	multi	14	2
VASA published, mouse	340	multi	18	28
VASA published, mouse	340	multi	19	9
VASA published, mouse	340	multi	20	140
VASA published, mouse	340	single	1	710852
VASA published, mouse	340	single	2	26985
VASA published, mouse	340	single	3	1147
VASA published, mouse	340	single	4	35
VASA published, mouse	340	single	5	4
VASA published, mouse	340	single	6	8
VASA published, mouse	340	single	7	4
VASA published, mouse	340	single	8	7
VASA published, mouse	340	single	10	3
VASA published, mouse	340	single	11	8
VASA published, mouse	340	single	12	8
VASA published, mouse	340	single	13	1
VASA published, mouse	340	single	14	2
VASA published, mouse	340	single	15	21
VASA published, mouse	340	single	16	11
VASA published, mouse	340	single	17	7
VASA published, mouse	340	single	18	30
VASA published, mouse	340	single	19	3
VASA published, mouse	340	single	20	93
VASA published, mouse	342	multi	1	10354
VASA published, mouse	342	multi	2	14700
VASA published, mouse	342	multi	3	7117
VASA published, mouse	342	multi	4	6928
VASA published, mouse	342	multi	5	2504
VASA published, mouse	342	multi	6	2749
VASA published, mouse	342	multi	7	605
VASA published, mouse	342	multi	8	471
VASA published, mouse	342	multi	9	947
VASA published, mouse	342	multi	10	162
VASA published, mouse	342	multi	11	52
VASA published, mouse	342	multi	12	47
VASA published, mouse	342	multi	13	10
VASA published, mouse	342	multi	14	1
VASA published, mouse	342	multi	17	5
VASA published, mouse	342	multi	18	6
VASA published, mouse	342	multi	19	4
VASA published, mouse	342	multi	20	98
VASA published, mouse	342	single	1	334821
VASA published, mouse	342	single	2	11866
VASA published, mouse	342	single	3	465
VASA published, mouse	342	single	4	7
VASA published, mouse	342	single	13	2
VASA published, mouse	342	single	14	9
VASA published, mouse	342	single	15	1
VASA published, mouse	342	single	17	3
VASA published, mouse	342	single	19	2
VASA published, mouse	342	single	20	17
VASA published, mouse	344	multi	1	8568
VASA published, mouse	344	multi	2	11162
VASA published, mouse	344	multi	3	4636
VASA published, mouse	344	multi	4	3864
VASA published, mouse	344	multi	5	1614
VASA published, mouse	344	multi	6	1731
VASA published, mouse	344	multi	7	504
VASA published, mouse	344	multi	8	321
VASA published, mouse	344	multi	9	658
VASA published, mouse	344	multi	10	94
VASA published, mouse	344	multi	11	42
VASA published, mouse	344	multi	12	23
VASA published, mouse	344	multi	13	8
VASA published, mouse	344	multi	14	2
VASA published, mouse	344	multi	15	1
VASA published, mouse	344	multi	16	6
VASA published, mouse	344	multi	18	2
VASA published, mouse	344	multi	19	6
VASA published, mouse	344	multi	20	61
VASA published, mouse	344	single	1	269764
VASA published, mouse	344	single	2	9062
VASA published, mouse	344	single	3	488
VASA published, mouse	344	single	4	14
VASA published, mouse	344	single	9	3
VASA published, mouse	344	single	20	43
VASA published, mouse	346	multi	1	3461
VASA published, mouse	346	multi	2	4107
VASA published, mouse	346	multi	3	1918
VASA published, mouse	346	multi	4	1269
VASA published, mouse	346	multi	5	531
VASA published, mouse	346	multi	6	609
VASA published, mouse	346	multi	7	173
VASA published, mouse	346	multi	8	133
VASA published, mouse	346	multi	9	266
VASA published, mouse	346	multi	10	24
VASA published, mouse	346	multi	11	22
VASA published, mouse	346	multi	12	6
VASA published, mouse	346	multi	13	8
VASA published, mouse	346	multi	20	26
VASA published, mouse	346	single	1	90741
VASA published, mouse	346	single	2	3361
VASA published, mouse	346	single	3	109
VASA published, mouse	346	single	4	4
VASA published, mouse	346	single	7	7
VASA published, mouse	346	single	8	1
VASA published, mouse	346	single	9	7
VASA published, mouse	346	single	10	3
VASA published, mouse	346	single	11	2
VASA published, mouse	346	single	14	2
VASA published, mouse	346	single	20	6
VASA published, mouse	348	multi	1	15289
VASA published, mouse	348	multi	2	22143
VASA published, mouse	348	multi	3	10618
VASA published, mouse	348	multi	4	12451
VASA published, mouse	348	multi	5	4465
VASA published, mouse	348	multi	6	4596
VASA published, mouse	348	multi	7	1023
VASA published, mouse	348	multi	8	685
VASA published, mouse	348	multi	9	1852
VASA published, mouse	348	multi	10	223
VASA published, mouse	348	multi	11	134
VASA published, mouse	348	multi	12	31
VASA published, mouse	348	multi	13	16
VASA published, mouse	348	multi	14	5
VASA published, mouse	348	multi	15	2
VASA published, mouse	348	multi	16	2
VASA published, mouse	348	multi	17	6
VASA published, mouse	348	multi	18	3
VASA published, mouse	348	multi	19	3
VASA published, mouse	348	multi	20	74
VASA published, mouse	348	single	1	534868
VASA published, mouse	348	single	2	19812
VASA published, mouse	348	single	3	925
VASA published, mouse	348	single	4	31
VASA published, mouse	348	single	5	12
VASA published, mouse	348	single	6	10
VASA published, mouse	348	single	13	3
VASA published, mouse	348	single	14	18
VASA published, mouse	348	single	15	7
VASA published, mouse	348	single	16	21
VASA published, mouse	348	single	17	7
VASA published, mouse	348	single	18	2
VASA published, mouse	348	single	19	10
VASA published, mouse	348	single	20	71
VASA published, mouse	350	multi	1	8162
VASA published, mouse	350	multi	2	12085
VASA published, mouse	350	multi	3	5512
VASA published, mouse	350	multi	4	4790
VASA published, mouse	350	multi	5	1646
VASA published, mouse	350	multi	6	2171
VASA published, mouse	350	multi	7	531
VASA published, mouse	350	multi	8	284
VASA published, mouse	350	multi	9	754
VASA published, mouse	350	multi	10	83
VASA published, mouse	350	multi	11	38
VASA published, mouse	350	multi	12	23
VASA published, mouse	350	multi	13	4
VASA published, mouse	350	multi	14	1
VASA published, mouse	350	multi	18	5
VASA published, mouse	350	multi	19	4
VASA published, mouse	350	multi	20	42
VASA published, mouse	350	single	1	262857
VASA published, mouse	350	single	2	9293
VASA published, mouse	350	single	3	367
VASA published, mouse	350	single	4	8
VASA published, mouse	350	single	11	1
VASA published, mouse	350	single	20	6
VASA published, mouse	352	multi	1	16389
VASA published, mouse	352	multi	2	22153
VASA published, mouse	352	multi	3	9951
VASA published, mouse	352	multi	4	7664
VASA published, mouse	352	multi	5	3166
VASA published, mouse	352	multi	6	3331
VASA published, mouse	352	multi	7	850
VASA published, mouse	352	multi	8	666
VASA published, mouse	352	multi	9	1190
VASA published, mouse	352	multi	10	202
VASA published, mouse	352	multi	11	77
VASA published, mouse	352	multi	12	85
VASA published, mouse	352	multi	13	14
VASA published, mouse	352	multi	14	2
VASA published, mouse	352	multi	15	3
VASA published, mouse	352	multi	17	12
VASA published, mouse	352	multi	18	13
VASA published, mouse	352	multi	19	10
VASA published, mouse	352	multi	20	84
VASA published, mouse	352	single	1	520652
VASA published, mouse	352	single	2	18747
VASA published, mouse	352	single	3	829
VASA published, mouse	352	single	4	11
VASA published, mouse	352	single	5	3
VASA published, mouse	352	single	6	10
VASA published, mouse	352	single	7	8
VASA published, mouse	352	single	9	3
VASA published, mouse	352	single	10	2
VASA published, mouse	352	single	11	5
VASA published, mouse	352	single	13	5
VASA published, mouse	352	single	14	5
VASA published, mouse	352	single	20	84
VASA published, mouse	354	multi	1	8743
VASA published, mouse	354	multi	2	10636
VASA published, mouse	354	multi	3	5022
VASA published, mouse	354	multi	4	4597
VASA published, mouse	354	multi	5	1876
VASA published, mouse	354	multi	6	1533
VASA published, mouse	354	multi	7	456
VASA published, mouse	354	multi	8	322
VASA published, mouse	354	multi	9	678
VASA published, mouse	354	multi	10	110
VASA published, mouse	354	multi	11	94
VASA published, mouse	354	multi	12	15
VASA published, mouse	354	multi	13	5
VASA published, mouse	354	multi	14	2
VASA published, mouse	354	multi	15	1
VASA published, mouse	354	multi	19	13
VASA published, mouse	354	multi	20	51
VASA published, mouse	354	single	1	298658
VASA published, mouse	354	single	2	10805
VASA published, mouse	354	single	3	530
VASA published, mouse	354	single	4	10
VASA published, mouse	354	single	5	2
VASA published, mouse	354	single	7	5
VASA published, mouse	354	single	8	1
VASA published, mouse	354	single	14	1
VASA published, mouse	354	single	15	3
VASA published, mouse	354	single	20	6
VASA published, mouse	356	multi	1	18772
VASA published, mouse	356	multi	2	26531
VASA published, mouse	356	multi	3	12679
VASA published, mouse	356	multi	4	26747
VASA published, mouse	356	multi	5	5567
VASA published, mouse	356	multi	6	8453
VASA published, mouse	356	multi	7	1075
VASA published, mouse	356	multi	8	784
VASA published, mouse	356	multi	9	2766
VASA published, mouse	356	multi	10	323
VASA published, mouse	356	multi	11	124
VASA published, mouse	356	multi	12	72
VASA published, mouse	356	multi	13	61
VASA published, mouse	356	multi	14	4
VASA published, mouse	356	multi	15	3
VASA published, mouse	356	multi	16	3
VASA published, mouse	356	multi	17	2
VASA published, mouse	356	multi	18	3
VASA published, mouse	356	multi	19	2
VASA published, mouse	356	multi	20	108
VASA published, mouse	356	single	1	613701
VASA published, mouse	356	single	2	24207
